Symbol,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,notes
VYX,10.6,-1.72,33.63,35.86,Neutral,4.32,11.237,Bearish,★★☆☆☆ →,-4.03,0.0,
CAL,10.12,-1.84,33.62,32.51,Neutral,6.84,11.409,Bearish,★★☆☆☆ →,-2.69,0.0,
XPEV,23.08,-7.72,33.56,47.89,Neutral,7.28,24.0054,Bearish,★★☆☆☆ →,1.72,0.0,
DOCU,66.23,-2.26,33.52,36.26,Neutral,3.48,69.7391,Bearish,★★☆☆☆ →,-6.47,0.0,
FTAI,157.17,-0.71,33.49,43.09,Neutral,6.67,164.0568,Bearish,★★☆☆☆ →,1.39,0.0,
ODFL,131.05,-0.94,33.3,37.14,Neutral,3.94,137.3699,Bearish,★★☆☆☆ →,-7.29,0.0,
GTES,21.71,-1.63,33.23,34.67,Neutral,4.35,22.9544,Bearish,★★☆☆☆ →,1.07,0.0,
BBWI,22.0,0.0,33.16,31.78,Neutral,4.1,23.6042,Bearish,★★☆☆☆ →,-6.78,0.0,
SFM,82.81,1.25,32.94,34.03,Neutral,6.18,88.531,Bearish,★★☆☆☆ →,-1.05,0.0,
DECK,81.72,-1.33,32.84,37.82,Neutral,3.37,86.0666,Bearish,★★☆☆☆ →,2.74,0.0,
NTNX,64.75,-1.75,32.79,35.39,Neutral,3.3,68.7333,Bearish,★★☆☆☆ →,-7.59,0.0,
GPN,73.86,-0.34,32.75,32.19,Neutral,3.74,78.8355,Bearish,★★☆☆☆ →,-7.64,0.0,
CAR,133.85,-3.4,32.66,36.53,Neutral,4.74,142.3144,Bearish,★★☆☆☆ →,-3.01,0.0,
SMMT,17.24,-4.38,32.61,36.76,Neutral,4.76,18.7832,Bearish,★★☆☆☆ →,-1.43,0.0,
QURE,29.99,0.35,32.53,35.35,Neutral,20.99,39.8159,Bearish,★★☆☆☆ →,-1.49,0.0,
AVTR,11.14,-2.15,32.46,34.46,Neutral,6.41,12.2007,Bearish,★★☆☆☆ →,-3.84,0.0,
BILI,26.66,1.83,32.43,42.05,Neutral,4.12,27.8885,Bearish,★★☆☆☆ →,-7.04,0.0,
AMDL,20.64,-4.11,32.42,50.36,Neutral,11.81,21.1951,Bearish,★★☆☆☆ →,-8.74,0.0,
EL,87.24,-1.07,32.41,38.61,Neutral,3.72,91.9207,Bearish,★★☆☆☆ →,-6.07,0.0,
ST,29.37,-2.2,32.34,39.3,Neutral,4.2,30.9825,Bearish,★★☆☆☆ →,-4.43,0.0,
CLF,11.08,3.26,32.29,44.93,Neutral,6.92,11.5235,Bearish,★★☆☆☆ →,3.75,0.0,
ENPH,27.89,-2.76,32.28,34.89,Neutral,7.8,31.6585,Bearish,★★☆☆☆ →,-3.86,0.0,
ON,46.79,-0.28,32.24,40.01,Neutral,4.56,49.2165,Bearish,★★☆☆☆ →,-3.09,0.0,
QXO,17.16,-1.83,32.22,41.98,Neutral,5.54,17.9501,Bearish,★★☆☆☆ →,1.72,0.0,
CC,11.52,-3.11,32.12,33.4,Neutral,6.21,12.7328,Bearish,★★☆☆☆ →,-4.97,0.0,
LSCC,62.47,-2.66,32.0,36.57,Neutral,5.5,66.9063,Bearish,★★☆☆☆ →,-1.2,0.0,
ETHA,23.25,-1.88,31.98,35.08,Neutral,7.77,26.8247,Bearish,★★☆☆☆ →,-4.26,0.0,
ENOV,29.45,-1.8,31.95,42.28,Neutral,4.9,30.7685,Bearish,★★☆☆☆ →,-6.33,0.0,
ASAN,12.27,-3.39,31.92,32.54,Neutral,4.53,13.3818,Bearish,★★☆☆☆ →,-6.62,0.0,
ETHW,21.93,-2.34,31.88,34.92,Neutral,7.73,25.4122,Bearish,★★☆☆☆ →,-4.51,0.0,
EXTR,17.39,-1.45,31.75,37.44,Neutral,6.48,18.5371,Bearish,★★☆☆☆ →,-2.33,0.0,
MOH,140.7,2.29,31.72,32.49,Neutral,4.29,154.026,Bearish,★★☆☆☆ →,-7.25,0.0,
SE,146.43,3.96,31.65,37.88,Neutral,4.59,153.6957,Bearish,★★☆☆☆ →,-6.44,0.0,
ETH,28.98,-2.03,31.6,35.11,Neutral,7.72,33.426,Bearish,★★☆☆☆ →,-4.23,0.0,
JBL,199.97,-0.94,31.53,40.69,Neutral,4.59,210.2362,Bearish,★★☆☆☆ →,-4.42,0.0,
FND,57.54,-4.13,31.52,30.26,Neutral,5.57,63.741,Bearish,★★☆☆☆ →,-6.7,0.0,
SAIL,19.05,-4.37,31.47,35.9,Neutral,5.14,20.6287,Bearish,★★☆☆☆ →,-4.56,0.0,
RBRK,69.74,-2.53,31.45,38.12,Neutral,4.82,74.315,Bearish,★★☆☆☆ →,-3.94,0.0,
APLS,20.11,-1.06,31.29,38.63,Neutral,8.01,21.8658,Bearish,★★☆☆☆ →,-1.73,0.0,
TPR,101.12,-0.29,31.24,38.78,Neutral,4.54,106.5459,Bearish,★★☆☆☆ →,-4.95,0.0,
PWP,17.88,-4.39,31.23,36.81,Neutral,6.17,19.044,Bearish,★★☆☆☆ →,-4.39,0.0,
TRIP,14.65,-2.07,31.19,38.58,Neutral,5.61,15.5297,Bearish,★★☆☆☆ →,-1.08,0.0,
U,36.89,0.46,31.18,45.86,Neutral,7.29,38.4863,Bearish,★★☆☆☆ →,2.84,0.0,
SNN,32.73,0.12,31.14,32.88,Neutral,2.69,34.5227,Bearish,★★☆☆☆ →,-11.59,0.0,
AVPT,13.01,-0.09,31.12,39.16,Neutral,4.98,13.648,Bearish,★★☆☆☆ →,-5.87,0.0,
UAL,91.7,-3.5,31.11,42.22,Neutral,4.76,96.2595,Bearish,★★☆☆☆ →,1.02,0.0,
RHI,26.42,-0.92,30.96,34.92,Neutral,4.1,27.801,Bearish,★★☆☆☆ →,3.71,0.0,
SPT,9.74,-3.08,30.94,37.21,Neutral,7.38,10.6016,Bearish,★★☆☆☆ →,-4.6,0.0,
XRPT,7.56,-9.13,30.93,38.12,Neutral,19.79,9.9128,Bearish,★★☆☆☆ →,-4.06,0.0,
ETSY,55.03,-3.63,30.82,35.41,Neutral,6.64,62.4948,Bearish,★★☆☆☆ →,-5.56,0.0,
NMRK,16.08,-2.07,30.74,31.39,Neutral,3.96,17.4493,Bearish,★★☆☆☆ →,-8.69,0.0,
CRSP,53.9,2.61,30.73,38.02,Neutral,7.17,58.4067,Bearish,★★☆☆☆ →,-4.45,0.0,
GLW,80.91,-1.4,30.64,41.45,Neutral,4.45,85.2857,Bearish,★★☆☆☆ →,-4.72,0.0,
QFIN,22.27,-0.75,30.6,38.35,Neutral,5.56,23.6562,Bearish,★★☆☆☆ →,0.37,0.0,
CE,37.88,-2.72,30.58,42.54,Neutral,5.78,39.7265,Bearish,★★☆☆☆ →,1.45,0.0,
NVCR,11.32,0.0,30.55,35.84,Neutral,5.2,12.1382,Bearish,★★☆☆☆ →,-5.67,0.0,
RGC,13.03,3.41,30.55,40.02,Neutral,8.51,14.4179,Bearish,★★☆☆☆ →,-0.76,0.0,
TOST,35.15,-2.09,30.54,42.17,Neutral,5.52,36.9626,Bearish,★★☆☆☆ →,-1.37,0.0,
RVLV,20.77,-0.91,30.54,43.28,Neutral,5.56,21.6717,Bearish,★★☆☆☆ →,3.95,0.0,
DXCM,58.38,0.55,30.48,38.45,Neutral,5.42,61.4858,Bearish,★★☆☆☆ →,-4.58,0.0,
UNHG,18.15,1.45,30.43,38.11,Neutral,6.73,19.8206,Bearish,★★☆☆☆ →,-4.82,0.0,
BTC,41.15,-1.37,30.39,32.3,Neutral,4.6,46.0411,Bearish,★★☆☆☆ →,-7.67,0.0,
ARHS,8.99,-0.44,30.36,32.62,Neutral,4.77,9.7181,Bearish,★★☆☆☆ →,-7.32,0.0,
XXRP,15.53,-10.02,30.33,37.98,Neutral,20.09,20.5155,Bearish,★★☆☆☆ →,-5.01,0.0,
FBTC,81.04,-1.35,30.3,32.29,Neutral,4.62,90.6662,Bearish,★★☆☆☆ →,-7.7,0.0,
EDU,52.74,-1.0,30.3,38.65,Neutral,3.07,55.6396,Bearish,★★☆☆☆ →,-8.73,0.0,
JMIA,10.29,-3.02,30.25,44.94,Neutral,8.47,10.7959,Bearish,★★☆☆☆ →,-4.28,0.0,
MXL,13.5,-2.88,30.24,36.49,Neutral,5.6,15.0141,Bearish,★★☆☆☆ →,-5.73,0.0,
VERX,20.24,0.35,30.22,36.48,Neutral,5.74,21.5365,Bearish,★★☆☆☆ →,1.66,0.0,
BITO,14.56,-1.32,30.22,32.06,Neutral,4.65,16.3124,Bearish,★★☆☆☆ →,-7.76,0.0,
DPST,80.75,-5.32,30.21,40.3,Neutral,5.97,85.6319,Bearish,★★☆☆☆ →,-0.22,0.0,
KNX,41.84,-2.63,30.21,40.94,Neutral,3.98,44.2013,Bearish,★★☆☆☆ →,-6.59,0.0,
TAL,11.0,-1.87,30.19,40.34,Neutral,4.5,11.658,Bearish,★★☆☆☆ →,-5.58,0.0,
UTZ,10.31,-2.04,30.14,35.94,Neutral,5.36,10.8655,Bearish,★★☆☆☆ →,1.93,0.0,
INTC,35.08,-1.24,30.1,41.91,Neutral,4.42,37.2821,Bearish,★★☆☆☆ →,-5.27,0.0,
SARO,24.85,-3.01,30.07,30.47,Neutral,3.69,27.0077,Bearish,★★☆☆☆ →,-9.64,0.0,
IBIT,52.66,-1.52,30.03,32.09,Neutral,4.64,59.017,Bearish,★★☆☆☆ →,-7.9,0.0,
PATH,13.69,-2.41,29.96,40.7,Neutral,6.43,14.6913,Bearish,★★☆☆☆ →,-4.05,0.0,
BEAM,22.19,2.16,29.96,42.11,Neutral,8.06,23.5117,Bearish,★★☆☆☆ →,-2.42,0.0,
CCCX,15.02,-5.98,29.95,41.72,Neutral,13.96,17.519,Bearish,★★☆☆☆ →,-3.19,0.0,
DV,10.4,-0.14,29.93,40.15,Neutral,6.03,10.9126,Bearish,★★☆☆☆ →,-6.68,0.0,
ALH,24.78,-4.75,29.88,42.25,Neutral,4.04,26.0391,Bearish,★★☆☆☆ →,-7.21,0.0,
SVIX,18.65,-2.66,29.87,42.06,Neutral,5.02,19.6608,Bearish,★★☆☆☆ →,-3.02,0.0,
ETHE,25.24,-1.98,29.69,35.01,Neutral,7.73,29.1481,Bearish,★★☆☆☆ →,-4.36,0.0,
IE,12.38,-3.81,29.69,42.84,Neutral,7.24,13.4046,Bearish,★★☆☆☆ →,-1.67,0.0,
PTRN,16.01,-8.28,29.6,41.08,Neutral,8.89,16.8513,Bearish,★★☆☆☆ →,-4.73,0.0,
GOOS,12.73,-3.41,29.58,42.74,Neutral,5.56,13.3189,Bearish,★★☆☆☆ →,-7.22,0.0,
ADP,252.02,-0.42,29.57,22.24,Oversold,2.26,262.5635,Bearish,★★☆☆☆ ↑,-2.78,0.0,
UAMY,6.97,-5.49,29.36,42.17,Neutral,14.05,8.28,Bearish,★★☆☆☆ →,0.07,0.0,
PAYX,111.26,-0.74,29.35,26.21,Oversold,2.41,115.7205,Bearish,★★☆☆☆ ↑,-2.43,0.0,
ETN,344.8,-2.15,29.33,34.37,Neutral,4.05,369.3394,Bearish,★★☆☆☆ →,-8.72,0.0,
BIDU,115.83,-0.15,29.28,40.32,Neutral,4.05,123.8773,Bearish,★★☆☆☆ →,-7.33,0.0,
VST,175.46,0.44,29.28,39.59,Neutral,5.4,186.2849,Bearish,★★☆☆☆ →,-5.53,0.0,
ARMK,36.22,-4.76,29.23,32.25,Neutral,2.32,38.1755,Bearish,★★☆☆☆ →,-3.9,0.0,
PEGA,55.39,-2.57,29.13,36.09,Neutral,3.52,59.2826,Bearish,★★☆☆☆ →,-9.26,0.0,
SMTC,65.25,-0.33,29.11,44.18,Neutral,5.99,68.5329,Bearish,★★☆☆☆ →,1.28,0.0,
PZZA,40.47,-1.53,29.06,36.13,Neutral,9.8,44.8337,Bearish,★★☆☆☆ →,-6.9,0.0,
AFRM,68.32,-3.1,29.05,42.74,Neutral,6.72,72.9827,Bearish,★★☆☆☆ →,-4.32,0.0,
SN,86.49,-1.76,29.05,38.33,Neutral,5.71,91.5562,Bearish,★★☆☆☆ →,2.13,0.0,
LASR,29.73,-2.52,29.0,44.58,Neutral,8.59,31.8434,Bearish,★★☆☆☆ →,-2.75,0.0,
SATS,67.82,0.62,28.98,38.61,Neutral,4.2,71.7067,Bearish,★★☆☆☆ →,-7.71,0.0,
BROS,52.01,-3.17,28.78,40.45,Neutral,6.0,55.1435,Bearish,★★☆☆☆ →,-5.73,0.0,
JOBY,13.89,-3.61,28.67,40.31,Neutral,9.0,15.5516,Bearish,★★☆☆☆ →,-5.89,0.0,
MRVL,83.67,-3.22,28.6,43.71,Neutral,5.99,88.0888,Bearish,★★☆☆☆ →,-4.48,0.0,
IRDM,16.44,-0.57,28.57,37.92,Neutral,4.46,17.4223,Bearish,★★☆☆☆ →,-7.72,0.0,
GPK,15.53,-3.3,28.56,32.56,Neutral,4.5,16.5806,Bearish,★★☆☆☆ →,-8.91,0.0,
HELE,17.96,-2.92,28.5,35.97,Neutral,5.94,19.6193,Bearish,★★☆☆☆ →,-7.37,0.0,
ICHR,14.51,-0.89,28.37,34.94,Neutral,12.02,17.6265,Bearish,★★☆☆☆ →,-7.73,0.0,
SWKS,65.39,-1.81,28.36,31.79,Neutral,4.52,71.5568,Bearish,★★☆☆☆ →,-9.16,0.0,
KOLD,27.45,0.66,28.35,37.32,Neutral,7.0,30.4297,Bearish,★★☆☆☆ →,-7.11,0.0,
RDDT,189.32,-2.07,28.34,43.59,Neutral,8.27,199.9909,Bearish,★★☆☆☆ →,0.82,0.0,
PRIM,118.43,0.33,28.3,36.08,Neutral,5.76,128.6846,Bearish,★★☆☆☆ →,-7.49,0.0,
DKNG,29.57,-0.05,28.29,37.31,Neutral,4.86,31.1485,Bearish,★★☆☆☆ →,3.34,0.0,
ARKK,75.8,-1.46,28.28,33.93,Neutral,4.19,82.779,Bearish,★★☆☆☆ →,-9.22,0.0,
CMPO,19.51,-4.41,28.27,43.94,Neutral,7.65,20.4196,Bearish,★★☆☆☆ →,-7.71,0.0,
HLIT,9.47,-0.94,28.25,32.3,Neutral,4.46,10.1121,Bearish,★★☆☆☆ →,-9.2,0.0,
GNRC,142.58,-5.71,28.25,30.07,Neutral,6.4,163.3705,Bearish,★★☆☆☆ →,-8.95,0.0,
TMDX,114.55,-0.4,28.2,40.51,Neutral,6.91,120.9123,Bearish,★★☆☆☆ →,-6.27,0.0,
DXC,12.65,-1.98,28.09,40.99,Neutral,4.84,13.3389,Bearish,★★☆☆☆ →,-6.54,0.0,
CEG,339.69,0.35,27.96,40.84,Neutral,5.28,358.5734,Bearish,★★☆☆☆ →,-6.38,0.0,
GTLB,43.2,-2.55,27.95,38.46,Neutral,5.19,46.153,Bearish,★★☆☆☆ →,-7.1,0.0,
FLNC,17.78,-0.73,27.93,49.42,Neutral,13.68,18.5747,Bearish,★★☆☆☆ →,-7.3,0.0,
TLN,367.46,1.81,27.9,40.63,Neutral,5.64,386.3657,Bearish,★★☆☆☆ →,-7.03,0.0,
WERN,24.0,-1.44,27.84,35.45,Neutral,4.5,25.7925,Bearish,★★☆☆☆ →,-8.71,0.0,
CNR,80.39,-2.4,27.83,44.09,Neutral,5.72,84.0092,Bearish,★★☆☆☆ →,4.87,0.0,
HPE,21.06,-7.73,27.82,30.9,Neutral,4.25,23.3744,Bearish,★★☆☆☆ →,-10.59,0.0,
MNMD,11.36,0.09,27.82,44.15,Neutral,8.7,12.0205,Bearish,★★☆☆☆ →,-5.33,0.0,
HUM,235.35,-0.74,27.76,30.98,Neutral,4.26,258.7184,Bearish,★★☆☆☆ →,-16.5,0.0,
STI,10.29,2.39,27.71,47.83,Neutral,12.61,11.1736,Bearish,★★☆☆☆ →,-0.87,0.0,
KLAR,34.14,-0.38,27.59,37.86,Neutral,4.87,36.634,Bearish,★★☆☆☆ →,-7.5,0.0,
EOSE,13.25,-3.99,27.43,43.4,Neutral,14.93,15.394,Bearish,★★☆☆☆ →,-6.03,0.0,
TNA,40.42,-2.54,27.42,37.5,Neutral,5.93,44.4802,Bearish,★★☆☆☆ →,-7.75,0.0,
CHYM,18.16,-3.94,27.42,43.25,Neutral,7.32,19.1622,Bearish,★★☆☆☆ →,1.99,0.0,
IBKR,64.57,-2.21,27.41,39.47,Neutral,4.12,68.8851,Bearish,★★☆☆☆ →,-8.66,0.0,
URTY,47.31,-2.63,27.4,37.44,Neutral,5.88,52.0808,Bearish,★★☆☆☆ →,-7.78,0.0,
ARKG,27.01,0.45,27.39,38.12,Neutral,4.47,28.933,Bearish,★★☆☆☆ →,-8.44,0.0,
FUTU,167.91,1.29,27.37,42.23,Neutral,5.76,179.491,Bearish,★★☆☆☆ →,-6.47,0.0,
YELP,28.14,-0.62,27.31,31.78,Neutral,4.33,30.6375,Bearish,★★☆☆☆ →,-10.34,0.0,
LPTH,7.11,6.12,27.3,45.0,Neutral,11.44,7.6615,Bearish,★★☆☆☆ →,-5.58,0.0,
LC,16.67,-3.34,27.28,45.02,Neutral,5.54,17.5249,Bearish,★★☆☆☆ →,-6.17,0.0,
FCEL,6.91,-1.92,27.27,41.8,Neutral,12.19,7.7805,Bearish,★★☆☆☆ →,-6.69,0.0,
AQMS,6.71,5.51,27.22,46.45,Neutral,18.66,7.6977,Bearish,★★☆☆☆ →,-5.09,0.0,
ZBH,89.18,-0.81,27.19,34.67,Neutral,3.95,93.9537,Bearish,★★☆☆☆ →,-13.57,0.0,
ONDS,6.06,-15.6,27.17,44.79,Neutral,14.23,6.5827,Bearish,★★☆☆☆ →,1.68,0.0,
WIX,126.58,1.03,27.04,36.12,Neutral,4.55,135.2137,Bearish,★★☆☆☆ →,-8.98,0.0,
BTQ,5.89,7.88,26.89,46.53,Neutral,14.28,7.2034,Bearish,★★☆☆☆ →,-5.46,0.0,
GEO,14.85,-2.43,26.86,32.09,Neutral,6.11,16.066,Bearish,★★☆☆☆ →,-9.34,0.0,
ZS,296.22,-1.08,26.82,38.75,Neutral,3.69,314.9373,Bearish,★★☆☆☆ →,-9.77,0.0,
MP,56.76,-3.21,26.77,40.43,Neutral,7.82,62.5808,Bearish,★★☆☆☆ →,3.39,0.0,
AIP,13.48,-1.79,26.65,49.42,Neutral,9.04,13.8567,Bearish,★★☆☆☆ →,9.38,0.0,
TMQ,3.98,13.21,26.65,46.2,Neutral,9.28,4.3097,Bearish,★★☆☆☆ →,-0.38,0.0,
BABX,43.29,6.6,26.65,42.03,Neutral,7.78,47.1481,Bearish,★★☆☆☆ →,-7.14,0.0,
TSLA,411.9,1.87,26.49,43.62,Neutral,5.51,433.1293,Bearish,★★☆☆☆ →,-7.28,0.0,
DLO,12.81,-6.33,26.47,34.81,Neutral,6.35,14.2528,Bearish,★★☆☆☆ →,-9.0,0.0,
SERV,9.01,-3.59,26.43,30.02,Neutral,9.12,11.4991,Bearish,★★☆☆☆ →,-22.97,0.0,
MNDY,153.54,-4.36,26.42,30.06,Neutral,7.25,178.204,Bearish,★★☆☆☆ →,-20.31,0.0,
HMY,16.82,-2.35,26.41,46.89,Neutral,5.05,17.2847,Bearish,★★☆☆☆ →,10.7,0.0,
PRCT,29.1,-1.97,26.39,30.13,Neutral,5.37,32.4153,Bearish,★★☆☆☆ →,-16.89,0.0,
DBRG,9.44,-1.67,26.38,30.17,Neutral,6.76,11.0771,Bearish,★★☆☆☆ →,-20.07,0.0,
SOLZ,13.63,-5.74,26.38,30.17,Neutral,9.59,17.3129,Bearish,★★☆☆☆ →,-14.38,0.0,
TQQQ,103.3,-1.37,26.38,43.33,Neutral,5.46,108.8527,Bearish,★★☆☆☆ →,-7.0,0.0,
VITL,30.92,-3.9,26.37,30.2,Neutral,6.64,34.8977,Bearish,★★☆☆☆ →,-17.25,0.0,
TEMT,19.57,-4.51,26.37,30.18,Neutral,17.51,27.7311,Bearish,★★☆☆☆ →,-39.52,0.0,
AI,13.76,-2.24,26.36,30.21,Neutral,6.89,15.9822,Bearish,★★☆☆☆ →,-12.83,0.0,
WRD,7.14,1.56,26.36,30.22,Neutral,9.49,8.9137,Bearish,★★☆☆☆ →,-24.08,0.0,
REZI,30.77,-6.79,26.35,30.25,Neutral,7.11,36.2228,Bearish,★★☆☆☆ →,-25.73,0.0,
PINS,25.99,-2.39,26.32,30.33,Neutral,5.72,29.3384,Bearish,★★☆☆☆ →,-21.04,0.0,
SOLT,7.87,-11.69,26.27,30.49,Neutral,25.42,13.6312,Bearish,★★☆☆☆ →,-28.86,0.0,
FNGU,28.6,-1.33,26.27,42.83,Neutral,6.11,30.2712,Bearish,★★☆☆☆ →,-7.22,0.0,
EH,14.94,-1.13,26.24,30.57,Neutral,5.17,16.6842,Bearish,★★☆☆☆ →,-11.7,0.0,
UPST,36.72,-5.17,26.23,30.58,Neutral,7.66,43.2895,Bearish,★★☆☆☆ →,-20.59,0.0,
BHVN,8.43,1.57,26.23,30.59,Neutral,17.4,11.4944,Bearish,★★☆☆☆ →,-39.57,0.0,
HUBS,375.73,-5.2,26.22,30.63,Neutral,5.95,426.7159,Bearish,★★☆☆☆ →,-20.39,0.0,
PCT,8.74,-4.9,26.17,30.75,Neutral,9.29,10.7713,Bearish,★★☆☆☆ →,-13.64,0.0,
ENVX,7.68,-4.48,26.13,30.87,Neutral,10.9,9.9157,Bearish,★★☆☆☆ →,-30.92,0.0,
PENN,14.27,-2.23,26.1,30.95,Neutral,5.74,15.8917,Bearish,★★☆☆☆ →,-11.77,0.0,
HNGE,40.85,-0.28,26.1,30.95,Neutral,7.74,46.0014,Bearish,★★☆☆☆ →,-23.57,0.0,
OWL,13.8,-5.64,26.05,31.1,Neutral,5.11,15.3536,Bearish,★★☆☆☆ →,-10.61,0.0,
VRT,168.53,-1.43,26.01,45.13,Neutral,6.63,177.4006,Bearish,★★☆☆☆ →,-6.8,0.0,
GDS,29.96,1.01,25.98,34.92,Neutral,5.21,33.2745,Bearish,★★☆☆☆ →,-9.27,0.0,
WYFI,18.5,2.78,25.97,31.32,Neutral,17.19,26.9172,Bearish,★★☆☆☆ →,-39.28,0.0,
TGTX,30.62,-1.23,25.96,34.15,Neutral,5.72,32.5626,Bearish,★★☆☆☆ →,-9.44,0.0,
SBET,10.48,-3.72,25.94,31.42,Neutral,9.07,12.5184,Bearish,★★☆☆☆ →,-10.23,0.0,
CAI,23.83,-0.1,25.94,31.41,Neutral,9.22,27.3029,Bearish,★★☆☆☆ →,-23.59,0.0,
HSAI,18.26,-6.79,25.92,31.48,Neutral,8.48,21.9679,Bearish,★★☆☆☆ →,-18.55,0.0,
RIOT,13.8,-1.07,25.91,31.5,Neutral,11.38,17.575,Bearish,★★☆☆☆ →,-28.4,0.0,
HD,360.84,-0.42,25.84,28.76,Oversold,2.01,375.3977,Bearish,★★☆☆☆ ↑,-5.81,0.0,
GXO,48.87,-1.33,25.82,34.09,Neutral,4.62,52.1447,Bearish,★★☆☆☆ →,-11.74,0.0,
BMNR,31.72,-7.81,25.82,31.75,Neutral,11.39,42.2911,Bearish,★★☆☆☆ →,-19.63,0.0,
FLR,42.08,-0.73,25.77,36.99,Neutral,5.29,45.5074,Bearish,★★☆☆☆ →,-8.96,0.0,
BITX,34.16,-2.9,25.77,31.9,Neutral,10.82,43.7072,Bearish,★★☆☆☆ →,-15.88,0.0,
LABD,25.96,-3.1,25.74,31.99,Neutral,8.5,29.8931,Bearish,★★☆☆☆ →,-18.18,0.0,
SPRY,7.62,-7.19,25.73,32.01,Neutral,9.51,8.9135,Bearish,★★☆☆☆ →,-12.51,0.0,
IART,11.83,0.68,25.7,38.05,Neutral,7.67,12.7402,Bearish,★★☆☆☆ →,4.69,0.0,
SMU,5.51,-7.86,25.69,32.14,Neutral,59.98,14.6433,Bearish,★★☆☆☆ →,-65.99,0.0,
FIVN,19.23,-5.13,25.68,32.15,Neutral,6.94,21.6658,Bearish,★★☆☆☆ →,-16.43,0.0,
ANET,127.11,-3.24,25.68,32.17,Neutral,5.2,140.9291,Bearish,★★☆☆☆ →,-17.22,0.0,
AAON,93.17,-0.93,25.68,42.78,Neutral,6.98,98.734,Bearish,★★☆☆☆ →,3.6,0.0,
ZETA,17.34,-5.94,25.66,41.79,Neutral,7.87,18.7979,Bearish,★★☆☆☆ →,3.86,0.0,
CONL,20.81,-14.84,25.62,32.33,Neutral,19.12,30.6423,Bearish,★★☆☆☆ →,-29.02,0.0,
CXW,16.69,-2.91,25.53,35.89,Neutral,4.92,17.759,Bearish,★★☆☆☆ →,-9.44,0.0,
NNE,30.88,-5.74,25.52,32.62,Neutral,12.27,39.4974,Bearish,★★☆☆☆ →,-25.73,0.0,
LNTH,51.87,-2.16,25.51,41.9,Neutral,5.15,54.2429,Bearish,★★☆☆☆ →,-10.13,0.0,
COIN,262.82,-7.46,25.5,32.69,Neutral,7.84,312.4079,Bearish,★★☆☆☆ →,-14.48,0.0,
ENTG,75.85,-3.1,25.48,32.75,Neutral,6.03,85.8862,Bearish,★★☆☆☆ →,-12.27,0.0,
ITB,95.45,-1.71,25.42,28.64,Oversold,1.93,99.8545,Bearish,★★☆☆☆ ↑,-3.43,0.0,
UMAC,8.68,-7.22,25.37,33.07,Neutral,15.25,11.6396,Bearish,★★☆☆☆ →,-28.19,0.0,
WTTR,9.97,-0.15,25.29,36.22,Neutral,4.53,10.8425,Bearish,★★☆☆☆ →,-14.15,0.0,
LINE,34.01,1.8,25.27,34.07,Neutral,5.26,36.4615,Bearish,★★☆☆☆ →,-9.86,0.0,
SOGP,10.49,-10.65,25.22,33.5,Neutral,10.55,13.5792,Bearish,★★☆☆☆ →,-21.13,0.0,
APLD,23.17,-2.02,25.21,33.53,Neutral,13.64,29.0739,Bearish,★★☆☆☆ →,-25.4,0.0,
OUST,21.1,-4.31,25.17,33.64,Neutral,12.4,27.0306,Bearish,★★☆☆☆ →,-23.77,0.0,
NUKK,4.53,-3.62,25.14,33.72,Neutral,16.88,6.351,Bearish,★★☆☆☆ →,-29.77,0.0,
BITB,50.51,-1.42,25.14,32.26,Neutral,4.62,56.5396,Bearish,★★☆☆☆ →,-7.78,0.0,
FLY,19.42,-15.38,25.13,33.74,Neutral,10.61,23.1114,Bearish,★★☆☆☆ →,-15.01,0.0,
RGTI,24.87,-2.38,25.12,33.79,Neutral,13.79,33.6656,Bearish,★★☆☆☆ →,-29.29,0.0,
RELY,12.8,3.1,25.1,33.83,Neutral,6.26,14.2187,Bearish,★★☆☆☆ →,-20.92,0.0,
INOD,55.28,-3.38,25.06,33.96,Neutral,9.98,66.6324,Bearish,★★☆☆☆ →,-17.33,0.0,
LEU,245.0,-2.0,25.05,34.0,Neutral,12.69,306.2462,Bearish,★★☆☆☆ →,-25.12,0.0,
BWXT,175.41,-1.63,25.02,34.07,Neutral,5.17,193.8431,Bearish,★★☆☆☆ →,-12.47,0.0,
GTM,9.89,-3.05,25.02,34.81,Neutral,4.88,10.659,Bearish,★★☆☆☆ →,-15.4,0.0,
SHOP,142.26,-2.59,25.01,34.09,Neutral,5.59,157.585,Bearish,★★☆☆☆ →,-11.61,0.0,
ARM,140.64,0.62,25.0,34.12,Neutral,5.54,154.9682,Bearish,★★☆☆☆ →,-12.5,0.0,
ETHT,44.1,-3.86,24.94,34.31,Neutral,18.17,61.8004,Bearish,★★☆☆☆ →,-10.84,0.0,
BMNU,8.25,-16.5,24.93,34.33,Neutral,31.32,16.3958,Bearish,★★☆☆☆ →,-39.43,0.0,
QDEL,21.31,-0.14,24.93,34.34,Neutral,8.3,24.4184,Bearish,★★☆☆☆ →,-21.45,0.0,
ETHU,63.4,-4.06,24.91,34.39,Neutral,18.37,88.9222,Bearish,★★☆☆☆ →,-10.6,0.0,
USAR,14.48,-0.07,24.89,34.47,Neutral,11.8,18.6079,Bearish,★★☆☆☆ →,-11.41,0.0,
